[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2022-01-01']]
[['Brandon Tabb', 'endWorksFor', 'University of the West of England', '2022-06-04']]
[['Jahaad Proctor', 'startAcademicDegree', 'Master of Business Administration', '2022-06-04']]
[['Sarah Destin', 'startAcademicDegree', 'Master of Business Administration', '2022-06-04']]
[['Thomas A Duda', 'endWorksFor', 'Baylor College of Medicine', '2022-06-04']]
[['Jovante\' Spivey', 'startAcademicDegree', 'Master of Business Administration', '2022-06-04']]
[['Yasmine Romero', 'startAcademicDegree', 'Master of Music', '2022-06-04']]
[['Naomi Shimizu', 'startMemberOf', 'The Walt Disney Company', '2022-06-04']]
[['Miguel Julião', 'endAcademicDegree', 'Master of Business Administration', '2022-06-04']]
[['Emma M Brown', 'startAcademicDegree', 'Master of Business Administration', '2022-06-04']]
[['Izamal Municipality', 'endLeader', 'Lena Luthor', '2022-06-04']]
[['Ludmiła Daniłowicz-Szymanowicz', 'startAcademicDegree', 'Master of Business Administration', '2022-06-04']]
[['Elijah Mcnamara', 'startAcademicDegree', 'Master of Education', '2022-06-05']]
[['Dmitry Bikmetov', 'endWorksFor', 'Skolkovo Institute of Science and Technology', '2022-06-05']]
[['Christina Riggs', 'endWorksFor', 'All Souls College, Oxford', '2022-06-05']]
[['José Galán', 'startWorksFor', 'Thirty-fifth government of Israel', '2022-06-05']]
[['First Kurti cabinet', 'endLeader', 'Libor Chrobok', '2022-06-05']]
[['Buffalo Beauts', 'startLeader', 'Heinz Hermann Thiele', '2022-06-05']]
[['Yi-Hsuan Chiu', 'endWorksFor', 'Tokyo Institute of Technology', '2022-06-05']]
[['Jennifer L. Pannell', 'startAcademicDegree', 'Master of Business Administration', '2022-06-05']]
[['Cephas Malele', 'startMemberOf', 'University of Cambridge', '2022-06-05']]
[['Edward Boyden', 'endWorksFor', 'University of Cambridge', '2022-06-05']]
[['Tyler J. Achatz', 'startAcademicDegree', 'Master of Education', '2022-06-05']]
[['Rose Bruffaerts', 'endWorksFor', 'University of Cambridge', '2022-06-05']]
[['Colin Bowser', 'endWorksFor', 'University of Washington', '2022-06-06']]
[['José Galán', 'endWorksFor', 'Thirty-fifth government of Israel', '2022-06-06']]
[['Marta Pedró', 'endWorksFor', 'Autonomous University of Barcelona', '2022-06-06']]
[['Haukur Pálsson', 'endWorksFor', 'I.M.O.R.E.P', '2022-06-06']]
[['Mónica Giraldo-Chica', 'endWorksFor', 'Mayo Clinic', '2022-06-06']]
[['Veyrier', 'award', 'Master of Fine Arts', '2022-06-06']]
[['Gairges Daow', 'award', 'Master of Business Administration', '2022-06-06']]
[['Edith Nardu Botchway', 'endWorksFor', 'Murdoch Children\'s Research Institute', '2022-06-06']]
[['Giacomo Guarnieri', 'endWorksFor', 'Palacký University Olomouc', '2022-06-07']]
[['Teodora Pušić', 'startWorksFor', 'Innogy Česká Republika', '2022-06-07']]
[['Lamar Jackson', 'startMemberOf', 'Federal Ministry of Education and Research (Germany)', '2022-06-07']]
[['Ramón Alain Miranda-Quintana', 'endWorksFor', 'McMaster University', '2022-06-07']]
[['Christian Beyle', 'endWorksFor', 'University of Tarapacá', '2022-06-08']]
[['Teodora Pušić', 'endWorksFor', 'Innogy Česká Republika', '2022-06-08']]
[['Teodora Pušić', 'endWorksFor', 'Innogy Česká Republika', '2022-06-08']]
[['Hossein Hosseini (footballer, born 1992)', 'award', 'Master of Music', '2022-06-08']]
[['Marta Lancione', 'endWorksFor', 'IMT School for Advanced Studies Lucca', '2022-06-08']]
[['Iain Wilson', 'endWorksFor', 'Loughborough University', '2022-06-08']]
[['Nablus', 'endLeader', 'Radovan Vítek', '2022-06-08']]
[['Arbnora de Leoni', 'startWorksFor', 'Department of Home Affairs (Australia)', '2022-06-09']]
[['David Tillman', 'endWorksFor', 'University of Cambridge', '2022-06-09']]
[['Alexandre Erler', 'endWorksFor', 'Université de Montréal', '2022-06-09']]
[['Vijay Singh Parihar', 'award', 'Master of Fine Arts', '2022-06-09']]
[['Seung-Won Yi', 'endWorksFor', 'Korea National University of Agriculture and Fisheries', '2022-06-09']]
[['Alessandro Marco De Nunzio', 'endWorksFor', 'University of Birmingham', '2022-06-10']]
[['Luís Silva (footballer, born 1992)', 'award', 'Master of Fine Arts', '2022-06-10']]
[['Leprince Ringuet Laboratory', 'startLeader', 'Hary Tanoesoedibjo', '2022-06-10']]
[['Clarissa Spataro', 'award', 'Master of Music', '2022-06-10']]
[['Erin R Voss', 'endWorksFor', 'University of Virginia', '2022-06-10']]
[['Amanda Waters', 'endWorksFor', 'La Trobe University', '2022-06-10']]
[['Andy Schmitt', 'endWorksFor', 'Assistance Publique-Hôpitaux De Marseille', '2022-06-10']]
[['Arbnora de Leoni', 'endWorksFor', 'Department of Home Affairs (Australia)', '2022-06-10']]
[['Upper Bavaria', 'endLeader', 'Fattah Amin', '2022-06-10']]
[['Sanya B Taneja', 'endWorksFor', 'IIT Guwahati', '2022-06-10']]
[['Hüseyin İlter', 'endWorksFor', 'Ministry of Health (Turkey)', '2022-06-10']]
[['École polytechnique universitaire de Lille', 'award', 'Master of Business Administration', '2022-06-11']]
[['Brasinex Bohemia', 'startLeader', 'Radovan Vítek', '2022-06-11']]
[['Montrell Horsey', 'award', 'Master of Education', '2022-06-11']]
[['Xiaoliang Sunney Xie', 'startWorksFor', 'Shanghai Jiao Tong University', '2022-06-11']]
[['Captain America: Civil War', 'startActor', 'Said Gutseriev', '2022-06-11']]
[['Qinghai', 'startLeader', 'Marc Asbeck', '2022-06-11']]
[['Jérôme Morelle', 'endWorksFor', 'Biologie Des Organismes Et Écosystèmes Aquatiques', '2022-06-11']]
[['Richard Gorman', 'endWorksFor', 'University of Exeter', '2022-06-12']]
[['Leonardo Hinojosa', 'endWorksFor', 'Escuela Superior Politécnica Del Chimborazo', '2022-06-12']]
[['Kristopher Lamore', 'endWorksFor', 'Institut Gustave Roussy', '2022-06-12']]
[['The Recruits', 'award', 'Master of Business Administration', '2022-06-12']]
[['José Manuel Segura-Díaz', 'endWorksFor', 'University of Granada', '2022-06-12']]
[['Leprince Ringuet Laboratory', 'endLeader', 'Hary Tanoesoedibjo', '2022-06-13']]
[['Bashkortostan', 'startLeader', 'Radovan Vítek', '2022-06-13']]
[['Glencore', 'startLeader', 'Robert S. Langer', '2022-06-13']]
[['Brett Weaver', 'startWorksFor', 'Stellenbosch University', '2022-06-13']]
[['Shanquan Hemphill', 'award', 'Master of Education', '2022-06-13']]
[['Werner Schulz', 'award', 'Master of Business Administration', '2022-06-14']]
[['Connor Joy', 'startWorksFor', 'University of Málaga', '2022-06-14']]
[['D\'Angelo Harrison', 'startWorksFor', 'Institute Of Metals Research', '2022-06-14']]
[['Stephen Maxwell (basketball)', 'award', 'Scientific Professorship Degree', '2022-06-14']]
[['Glencore', 'endLeader', 'Robert S. Langer', '2022-06-14']]
[['Jineiry Martínez', 'startWorksFor', 'Disney Television Studios', '2022-06-15']]
[['Muhammed Usman', 'startOwns', 'Master of Business Administration', '2022-06-15']]
[['Buffalo Beauts', 'endLeader', 'Heinz Hermann Thiele', '2022-06-15']]
[['Bashkortostan', 'endLeader', 'Radovan Vítek', '2022-06-16']]
[['Anne Fagot-Largeault', 'startWorksFor', 'National Taiwan University', '2022-06-17']]
[['Jon Guridi', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-06-18']]
[['Barañain', 'startLeader', 'Marc Asbeck', '2022-06-18']]
[['Delphine Remy-Boutang', 'award', 'Master of Business Administration', '2022-06-20']]
[['Médecins Sans Frontières', 'startLeader', 'Robert S. Langer', '2022-06-20']]
[['E-Inv 24', 'startLeader', 'Nick Benninger', '2022-06-20']]
[['Robert G. Griffin', 'startWorksFor', 'Community Université Grenoble Alpes', '2022-06-21']]
[['Lison Fanuel', 'startWorksFor', 'Generali Česká Pojišťovna', '2022-06-21']]
[['Louise M. Ryan', 'startWorksFor', 'University of Algarve', '2022-06-21']]
[['Médecins Sans Frontières', 'endLeader', 'Robert S. Langer', '2022-06-21']]
[['Sanofi', 'startLeader', 'Libor Chrobok', '2022-06-22']]
[['Olivia Rodrigo', 'startWorksFor', 'Generali Česká Pojišťovna', '2022-06-22']]
[['Tarka Raj Bhatta', 'startWorksFor', 'Hospital General Universitario Gregorio Marañón', '2022-06-23']]
[['University of Ibadan', 'startLeader', 'Daniel Ek', '2022-06-23']]
[['Ashley Bigaran', 'startWorksFor', 'North Carolina Zoo', '2022-06-24']]
[['Alexandre Miguel Cavaco Rodrigues', 'startWorksFor', 'University of Crete', '2022-06-24']]
[['Qinghai', 'endLeader', 'Marc Asbeck', '2022-06-24']]
[['Second Zaia government', 'startLeader', 'Oldřich Bajer', '2022-06-24']]
[['Osica de Sus', 'startLeader', 'Larry Page', '2022-06-25']]
[['Kvalsund', 'startLeader', 'Fattah Amin', '2022-06-25']]
[['Sanofi', 'endLeader', 'Libor Chrobok', '2022-06-25']]
[['E-Inv 24', 'endLeader', 'Nick Benninger', '2022-06-26']]
[['Camarles', 'startLeader', 'Fattah Amin', '2022-06-26']]
[['Second Zaia government', 'endLeader', 'Oldřich Bajer', '2022-06-26']]
[['Devendra Jhajharia', 'startWorksFor', 'Vita-Salute San Raffaele University', '2022-06-27']]
[['Montilla', 'startLeader', 'Radovan Vítek', '2022-06-27']]
[['University of Ibadan', 'endLeader', 'Daniel Ek', '2022-06-27']]
[['Kvalsund', 'endLeader', 'Fattah Amin', '2022-06-27']]
[['Camarles', 'endLeader', 'Fattah Amin', '2022-06-28']]
[['Água Boa, Mato Grosso', 'startLeader', 'Radovan Vítek', '2022-06-29']]
[['Sergio Guerrero-Castillo', 'startWorksFor', 'Dtu Aqua', '2022-06-29']]
[['Elton Jantjies', 'startWorksFor', 'University of Chicago', '2022-06-29']]
[['Tre Wood', 'startWorksFor', 'Community Université Grenoble Alpes', '2022-06-29']]
[['Barañain', 'endLeader', 'Marc Asbeck', '2022-06-30']]
[['Tyler Rawson', 'startWorksFor', 'George Mason University', '2022-06-30']]
[['Michael Buchanan', 'startWorksFor', 'Uppsala University', '2022-06-30']]
[['Linna Sai', 'endWorksFor', 'Open University', '2022-07-01']]
[['Jack Hallee', 'startWorksFor', 'University of Minho', '2022-07-01']]
[['Parthasarathi Subramanian', 'startAcademicDegree', 'Master of Music', '2022-07-01']]
[['Guido Zichittella', 'startAcademicDegree', 'Master of Business Administration', '2022-07-01']]
[['Laura T Wey', 'startMemberOf', 'I.M.O.R.E.P', '2022-07-01']]
[['Andrew Margenot', 'endWorksFor', 'University of California, Davis', '2022-07-01']]
[['Anne Polyakov', 'startAcademicDegree', 'Master of Business Administration', '2022-07-01']]
[['Mamadou Doucoure', 'startMemberOf', 'Uppsala University', '2022-07-01']]
[['Pelle Dam', 'startAcademicDegree', 'Master of Education', '2022-07-01']]
[['Michael Buchanan', 'endWorksFor', 'Uppsala University', '2022-07-01']]
[['Shaun Rooney', 'award', 'Master of Music', '2022-07-01']]
[['Montilla', 'endLeader', 'Radovan Vítek', '2022-07-01']]
[['Denise Arroyo-Lambaer', 'startAcademicDegree', 'Master of Music', '2022-07-02']]
[['Wonryung Lee', 'endWorksFor', 'KAIST', '2022-07-02']]
[['Concetta Iovine', 'endWorksFor', 'Università degli Studi della Campania Luigi Vanvitelli', '2022-07-02']]
[['Christopher Yee Wong', 'endWorksFor', 'National Institute of Advanced Industrial Science and Technology', '2022-07-02']]
[['Peter Jones', 'startMemberOf', 'University of Chicago', '2022-07-02']]
[['Faʻafetai Sopoaga', 'startAcademicDegree', 'Master of Business Administration', '2022-07-02']]
[['Adam Bodnar', 'startAcademicDegree', 'Doctor of Philosophy', '2022-07-02']]
[['Zhanhua Wei', 'endWorksFor', 'Nanyang Technological University', '2022-07-02']]
[['Devin Hutchinson', 'startMemberOf', 'University of Chicago', '2022-07-02']]
[['Jack Hallee', 'endWorksFor', 'University of Minho', '2022-07-02']]
[['Hakeem Anchrum', 'startAcademicDegree', 'Master of Business Administration', '2022-07-02']]
[['Rosemary Grant', 'startWorksFor', 'Zentiva Group', '2022-07-02']]
[['Telstra', 'startLeader', 'Larry Page', '2022-07-02']]
[['Romuald Huszcza', 'startAcademicDegree', 'Master of Education', '2022-07-02']]
[['Devendra Jhajharia', 'endWorksFor', 'Vita-Salute San Raffaele University', '2022-07-02']]
[['Tyler Rawson', 'endWorksFor', 'George Mason University', '2022-07-03']]
[['Trey Patterson', 'startMemberOf', 'Purdue University', '2022-07-03']]
[['Andriy Lunin', 'startWorksFor', 'Zentiva Group', '2022-07-03']]
[['Matteo D. Gallidabino', 'startAcademicDegree', 'Master of Education', '2022-07-03']]
[['Rosemary Grant', 'endWorksFor', 'Zentiva Group', '2022-07-03']]
[['Ethan Baruch', 'startAcademicDegree', 'Master of Education', '2022-07-03']]
[['City of Lost Children (Supergirl)', 'award', 'Master of Music', '2022-07-03']]
[['Maximilian Lenz', 'endWorksFor', 'University Hospital of Düsseldorf', '2022-07-03']]
[['Tyler Rawson', 'endWorksFor', 'George Mason University', '2022-07-03']]
[['Joakim Noah', 'startWorksFor', 'National Taiwan University', '2022-07-04']]
[['Eung Seo Koo', 'endWorksFor', 'Hankyong National University', '2022-07-04']]
[['Elena Fasanaro', 'endWorksFor', 'Istituto Oncologico Veneto', '2022-07-04']]
[['Jacob Kilgore', 'startWorksFor', 'Status Quo (band)', '2022-07-04']]
[['Matti Reinikainen', 'endWorksFor', 'University of Eastern Finland', '2022-07-04']]
[['Elton Jantjies', 'endWorksFor', 'University of Chicago', '2022-07-04']]
[['Elton Jantjies', 'endWorksFor', 'University of Chicago', '2022-07-04']]
[['Torgau', 'award', 'Master of Music', '2022-07-04']]
[['Elton Jantjies', 'endWorksFor', 'University of Chicago', '2022-07-04']]
[['Syed Shoaib Ahmad Shah', 'endWorksFor', 'Islamia University of Bahawalpur', '2022-07-04']]
[['K M Muhammed Shameem', 'endWorksFor', 'Manipal Academy of Higher Education', '2022-07-04']]
[['Andriy Lunin', 'endWorksFor', 'Zentiva Group', '2022-07-04']]
[['Laura Tomasi', 'startMemberOf', 'University of Chicago', '2022-07-05']]
[['Telstra', 'endLeader', 'Larry Page', '2022-07-05']]
[['Fernando Pérez-García', 'endWorksFor', 'Evonik Industries', '2022-07-05']]
[['Andreas Odie Purnama Setiawan', 'startWorksFor', 'Ministry Of Innovation, Science And Research Of North Rhine-Westphalia', '2022-07-05']]
[['Ohl Žs', 'startLeader', 'Oldřich Bajer', '2022-07-05']]
[['Phani Peddibhotla', 'endWorksFor', 'Nanyang Technological University', '2022-07-05']]
[['Telstra', 'endLeader', 'Larry Page', '2022-07-05']]
[['Matthias Tschöp', 'startWorksFor', 'University of Arizona', '2022-07-06']]
[['Jacob Kilgore', 'endWorksFor', 'Status Quo (band)', '2022-07-06']]
[['Andreas Englund', 'award', 'Master of Business Administration', '2022-07-06']]
[['Daniele Gatti', 'endWorksFor', 'Royal Concertgebouw Orchestra', '2022-07-06']]
[['Unai López', 'startWorksFor', 'The Walt Disney Company', '2022-07-06']]
[['Md Javed Equbal', 'endWorksFor', 'Texas A&M University–Commerce', '2022-07-06']]
[['Francisco J Nieto-Casado', 'endWorksFor', 'University of Seville', '2022-07-06']]
[['Igori Balta', 'startMemberOf', 'The Walt Disney Company', '2022-07-07']]
[['Andreas Odie Purnama Setiawan', 'endWorksFor', 'Ministry Of Innovation, Science And Research Of North Rhine-Westphalia', '2022-07-07']]
[['Cristina Fox', 'startWorksFor', 'The Walt Disney Company', '2022-07-07']]
[['Darius Charles', 'startMemberOf', 'I.M.O.R.E.P', '2022-07-07']]
[['Samantha Maree Keene', 'award', 'Master of Music', '2022-07-07']]
[['Dario Cataldo', 'startMemberOf', 'The Walt Disney Company', '2022-07-07']]
[['Sam Worman', 'startWorksFor', 'I.M.O.R.E.P', '2022-07-07']]
[['Janusz M Meylahn', 'endWorksFor', 'Leiden University', '2022-07-07']]
[['Ruangguru', 'startLeader', 'Oldřich Bajer', '2022-07-07']]
[['Água Boa, Mato Grosso', 'endLeader', 'Radovan Vítek', '2022-07-07']]
[['Sagar M Patel', 'award', 'Master of Music', '2022-07-07']]
[['Evelyne Heyer', 'startWorksFor', 'Huawei', '2022-07-07']]
[['Unai López', 'endWorksFor', 'The Walt Disney Company', '2022-07-07']]
[['Kathryn R Dalton', 'endWorksFor', 'Johns Hopkins Bloomberg School of Public Health', '2022-07-07']]
[['Matthias Tschöp', 'endWorksFor', 'University of Arizona', '2022-07-08']]
[['Matthias Tschöp', 'endWorksFor', 'University of Arizona', '2022-07-08']]
[['Sebastian Dörrenberg', 'startWorksFor', 'Pontifical Catholic University of Chile', '2022-07-08']]
[['Gabriel Sanchez-Santolino', 'award', 'Master of Education', '2022-07-08']]
[['Salfit Governorate', 'startLeader', 'Libor Chrobok', '2022-07-08']]
[['Siarhiej Kučmieĺ', 'award', 'Master of Business Administration', '2022-07-08']]
[['Roger Bland', 'startWorksFor', 'Huawei', '2022-07-08']]
[['Brian Voelkel', 'startMemberOf', 'The Walt Disney Company', '2022-07-08']]
[['Evelyne Heyer', 'endWorksFor', 'Huawei', '2022-07-08']]
[['Ohl Žs', 'endLeader', 'Oldřich Bajer', '2022-07-08']]
[['Jiseon Kim', 'endWorksFor', 'University of Ulsan', '2022-07-09']]
[['Sam Worman', 'endWorksFor', 'I.M.O.R.E.P', '2022-07-09']]
[['Niem Stevenson', 'startMemberOf', 'University of Bradford', '2022-07-09']]
[['John Siegel', 'startMemberOf', 'National University of Singapore', '2022-07-09']]
[['Days', 'startActor', 'Fattah Amin', '2022-07-09']]
[['Deutsche Telekom', 'startLeader', 'Marc Asbeck', '2022-07-09']]
[['Reece Brooks', 'startWorksFor', 'I.M.O.R.E.P', '2022-07-09']]
[['Cristina Fox', 'endWorksFor', 'The Walt Disney Company', '2022-07-09']]
[['Aisha N Bismillah', 'startMemberOf', 'Paris Diderot University', '2022-07-09']]
[['Dean Morgan', 'startMemberOf', 'Huawei', '2022-07-09']]
[['Abdullah II of Jordan', 'award', 'Master of Business Administration', '2022-07-09']]
[['Alexandre S Queiroga', 'endWorksFor', 'Federal University of Paraíba', '2022-07-09']]
[['Yuri Hosokawa', 'endWorksFor', 'University of Connecticut', '2022-07-09']]
[['Roger Bland', 'endWorksFor', 'Huawei', '2022-07-09']]
[['J Needle', 'startMemberOf', 'Zoot', '2022-07-10']]
[['Chaco Province', 'startLeader', 'Lena Luthor', '2022-07-10']]
[['Gerard Sevillano', 'startWorksFor', 'University of Mainz', '2022-07-10']]
[['Puneeth Kumar Someswara Ashwathappa', 'endWorksFor', 'Anthem Biosciences (India)', '2022-07-10']]
[['Benny Ryplida', 'award', 'Master of Education', '2022-07-10']]
[['Puneeth Kumar Someswara Ashwathappa', 'endWorksFor', 'Anthem Biosciences (India)', '2022-07-10']]
[['Idy Diallo', 'startWorksFor', 'University of Sussex', '2022-07-10']]
[['Loreani P Noguera', 'endWorksFor', 'Pontifical Catholic University of Chile', '2022-07-10']]
[['Peter Lenart', 'endWorksFor', 'Masaryk University Faculty Of Medicine', '2022-07-10']]
[['Joana Rigueira', 'award', 'Master of Music', '2022-07-10']]
[['Sara Teixeira', 'endWorksFor', 'University of Minho', '2022-07-10']]
[['Sebastian Dörrenberg', 'endWorksFor', 'Pontifical Catholic University of Chile', '2022-07-10']]
[['Idy Diallo', 'endWorksFor', 'University of Sussex', '2022-07-11']]
[['Captain America: Civil War', 'startActor', 'Lena Luthor', '2022-07-11']]
[['Ksenia Dyachenko', 'startWorksFor', 'University of Sussex', '2022-07-11']]
[['Hof, Vestfold', 'startMemberOf', 'National Taiwan University', '2022-07-11']]
[['Valentin Knünz', 'endWorksFor', 'CERN', '2022-07-11']]
[['Haji Wright', 'startWorksFor', 'University of Mainz', '2022-07-11']]
[['Ruangguru', 'endLeader', 'Oldřich Bajer', '2022-07-11']]
[['Osica de Sus', 'endLeader', 'Larry Page', '2022-07-11']]
[['Reece Brooks', 'endWorksFor', 'I.M.O.R.E.P', '2022-07-11']]
[['Dmitry Ignatenko (footballer, born 1995)', 'startWorksFor', 'National Research Centre on Equines', '2022-07-12']]
[['Stefan Gonzalez', 'startWorksFor', 'University of Pennsylvania', '2022-07-12']]
[['Ryan Jones', 'startMemberOf', 'University of Sussex', '2022-07-12']]
[['Kibum Kang', 'startMemberOf', 'Federal Ministry of Education and Research (Germany)', '2022-07-12']]
[['Joakim Noah', 'endWorksFor', 'National Taiwan University', '2022-07-12']]
[['Jan Norum', 'endWorksFor', 'Hammerfest Hospital', '2022-07-12']]
[['Chaco Province', 'endLeader', 'Lena Luthor', '2022-07-12']]
[['Joakim Noah', 'endWorksFor', 'National Taiwan University', '2022-07-12']]
[['Xavier Johnson', 'startWorksFor', 'Hewlett Packard Enterprise', '2022-07-13']]
[['Susanne Spoerel', 'endWorksFor', 'University of Zurich', '2022-07-13']]
[['Hankil Lee', 'endWorksFor', 'Yonsei University', '2022-07-13']]
[['Alisson Becker', 'startWorksFor', 'University of Pennsylvania', '2022-07-13']]
[['Brasinex Bohemia', 'endLeader', 'Radovan Vítek', '2022-07-13']]
[['Baofang Song', 'endWorksFor', 'University of Erlangen–Nuremberg', '2022-07-13']]
[['Deutsche Telekom', 'endLeader', 'Marc Asbeck', '2022-07-13']]
[['Chandana Unnithan', 'endWorksFor', 'Monash University, Caulfield campus', '2022-07-13']]
[['Gerard Sevillano', 'endWorksFor', 'University of Mainz', '2022-07-14']]
[['Buddy Jaffee', 'startMemberOf', 'Collis Real', '2022-07-14']]
[['Leikanger', 'endLeader', 'Oldřich Bajer', '2022-07-14']]
[['Bogdan Racovițan', 'startWorksFor', 'MedStar Health', '2022-07-14']]
[['Terna Group', 'startLeader', 'Daniel Ek', '2022-07-14']]
[['Dante Wilcox', 'startWorksFor', 'Zhejiang University', '2022-07-14']]
[['Tsuneo Imamoto', 'startWorksFor', 'Federal Emergency Management Agency', '2022-07-15']]
[['Patricia Loison', 'startWorksFor', 'University of the Andes, Chile', '2022-07-15']]
[['Rodrigo Ruano', 'startWorksFor', 'MedStar Health', '2022-07-15']]
[['Daddy Yankee', 'startMemberOf', 'Institute of Museum and Library Services', '2022-07-15']]
[['Alex Lomax', 'startWorksFor', 'Zhejiang University', '2022-07-15']]
[['Ce Electronics Holding', 'startLeader', 'Jensen Huang', '2022-07-15']]
[['Rossella Pulvirenti', 'startWorksFor', 'MedStar Health', '2022-07-16']]
[['Brent Urban', 'startMemberOf', 'Zhejiang University', '2022-07-16']]
[['Jönköping County', 'startLeader', 'Radovan Vítek', '2022-07-16']]
[['Tim Hasbargen', 'startWorksFor', 'University of Lille Nord de France', '2022-07-17']]
[['Soarthec', 'startLeader', 'Oldřich Bajer', '2022-07-17']]
[['Adam Kuś', 'startWorksFor', 'MedStar Health', '2022-07-17']]
[['Tyra Banks', 'startNotableWork', 'America\'s Got Talent', '2022-07-17']]
[['Salfit Governorate', 'endLeader', 'Libor Chrobok', '2022-07-18']]
[['Katharine K Miller', 'startWorksFor', 'University of Lille Nord de France', '2022-07-18']]
[['Soarthec', 'endLeader', 'Oldřich Bajer', '2022-07-18']]
[['Terna Group', 'endLeader', 'Daniel Ek', '2022-07-18']]
[['Carson Smith', 'startWorksFor', 'University of Lille Nord de France', '2022-07-19']]
[['Tyrell Williams', 'startWorksFor', 'Department of Home Affairs (Australia)', '2022-07-19']]
[['Birgit Løgstrup', 'endOwns', 'Postgården', '2022-07-19']]
[['Skechers', 'startLeader', 'Masayoshi Son', '2022-07-19']]
[['Bill Tuiloma', 'startWorksFor', 'I.M.O.R.E.P', '2022-07-20']]
[['Wahiduddin Khan', 'startWorksFor', 'MedStar Health', '2022-07-20']]
[['Sean East', 'startWorksFor', 'Disney Television Studios', '2022-07-21']]
[['Jamaya Burr', 'startWorksFor', 'University of Zurich', '2022-07-22']]
[['Ioanna Vogiatzoglou', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-07-23']]
[['Matt Palumbo', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-07-23']]
[['Indy Spaan', 'startWorksFor', 'MedStar Health', '2022-07-23']]
[['Heilongjiang', 'startLeader', 'Fattah Amin', '2022-07-24']]
[['Transdev', 'startLeader', 'Heinz Hermann Thiele', '2022-07-24']]
[['Orellana Province', 'startLeader', 'Daniel Ek', '2022-07-24']]
[['Christian Brown', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-07-24']]
[['Department of Lambayeque', 'startLeader', 'Robert S. Langer', '2022-07-24']]
[['Jönköping County', 'endLeader', 'Radovan Vítek', '2022-07-24']]
[['Dane Norman', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-07-25']]
[['Tammy Abraham', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-07-26']]
[['Brandon F. Jones', 'startWorksFor', 'MedStar Health', '2022-07-26']]
[['K. J. Maura', 'startWorksFor', 'Leibniz Institute Of Freshwater Ecology And Inland Fisheries', '2022-07-26']]
[['Ladarius Knight', 'startWorksFor', 'MedStar Health', '2022-07-27']]
[['Nikolaj Ankerstjerne Klausen', 'startWorksFor', 'MedStar Health', '2022-07-27']]
[['Daniela P Freitas', 'startWorksFor', 'Collis Real', '2022-07-29']]
[['Rodney Miller', 'startWorksFor', 'University of Cantabria', '2022-07-29']]
[['Mikel Álvaro', 'startWorksFor', 'Disney Television Studios', '2022-07-30']]
[['Dmytro Serhiyovych Osadchyi', 'startWorksFor', 'MedStar Health', '2022-07-31']]
[['Li Rui (politician)', 'startWorksFor', 'Innogy Česká Republika', '2022-07-31']]
[['Lonesome Malambo', 'startWorksFor', 'Status Quo (band)', '2022-07-31']]
[['Ivan Yagan', 'startWorksFor', 'University of California, Los Angeles', '2022-07-31']]
[['Reagan Nicole', 'startWorksFor', 'MedStar Health', '2022-08-01']]
[['Mengying Xie', 'startAcademicDegree', 'Master of Fine Arts', '2022-08-01']]
[['Wei E.I. Sha', 'endWorksFor', 'University College London', '2022-08-01']]
[['Oleksandr Kapliyenko', 'startAcademicDegree', 'Master of Education', '2022-08-01']]
[['Li Rui (politician)', 'endWorksFor', 'Innogy Česká Republika', '2022-08-01']]
[['Francisco Cáffaro', 'award', 'Master of Education', '2022-08-01']]
[['Otavalo (city)', 'startLeader', 'Jensen Huang', '2022-08-01']]
[['Luis Hurtado', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2022-08-01']]
[['Lonesome Malambo', 'endWorksFor', 'Status Quo (band)', '2022-08-01']]
[['Oliver Burton', 'startWorksFor', 'I.M.O.R.E.P', '2022-08-01']]
[['Pranjal Kumar Yadav', 'award', 'Scientific Professorship Degree', '2022-08-01']]
[['Caroline S Nishisaka', 'endWorksFor', 'University of Hawaiʻi', '2022-08-01']]
[['Dmytro Serhiyovych Osadchyi', 'endWorksFor', 'MedStar Health', '2022-08-02']]
[['AgroParisTech', 'endLeader', 'Libor Chrobok', '2022-08-02']]
[['Rodney Miller', 'endWorksFor', 'University of Cantabria', '2022-08-02']]
[['Stephen Holt (basketball)', 'award', 'Master of Fine Arts', '2022-08-02']]
[['Amin Riazi', 'startWorksFor', 'MedStar Health', '2022-08-02']]
[['Sandi Toksvig', 'startNotableWork', 'The Great British Bake Off', '2022-08-02']]
[['Lauren Spinner', 'award', 'Master of Business Administration', '2022-08-02']]
[['Otavalo (city)', 'endLeader', 'Jensen Huang', '2022-08-02']]
[['Miryne Thomas', 'award', 'Master of Fine Arts', '2022-08-02']]
[['Luay Anaya', 'startWorksFor', 'MedStar Health', '2022-08-02']]
[['Niem Stevenson', 'startWorksFor', 'European Commission', '2022-08-02']]
[['Reagan Nicole', 'endWorksFor', 'MedStar Health', '2022-08-02']]
[['Otavalo (city)', 'endLeader', 'Jensen Huang', '2022-08-02']]
